,1mean,1std,2mean,2std,3mean,3std
0,12.0,0.0,13.0,0.0,-4.0,0.0
1,-7.0,0.0,13.0,0.0,-6.0,0.0
2,12.0,0.0,14.0,0.0,7.0,0.0
3,5.666666666666661,0.0,14.333333333333302,0.0,10.0,0.0
4,5.666666666666661,0.0,14.833333333333302,0.0,15.5,0.0
5,5.666666666666661,0.0,15.333333333333302,0.0,21.0,0.0
6,5.666666666666651,0.0,15.833333333333302,0.0,26.5,0.0
